上市公司代码()_ComCd,最新公司全称_LComNm,最新公司英文名称_LComNm_eng,A股股票简称_A_LStkNm,A股股票代码_A_StkCd,主营业务_MainBusiness,证监会行业门类名称_CsrcIcNm1,省份与直辖市名称_Prov
C600110,中科英华高技术股份有限公司,"China—kinwa High Technology Co., Ltd",中科英华,600110,热缩、冷缩材料、合成橡胶等新材料、新产品开发、生产、销售，辐射加工，铜箔、履铜板及铜箔工业生产的专用设备，电线电缆制造与销售，非标设备和机械配件加工，本企业产品的安装、施工及技术咨询、技术服务及有色金属经营（以上各项国家法律、法规限制禁止及需取得前置审批的项目除外）；经营本企业自产产品及相关技术的出口业务（国际限定公司经营和国家禁止出口的商品及技术除外）；经营本企业和本企业所需的机械设备、零配件、原辅材料的进出口业务，但国家限定公司经营或禁止进出口的商品及技术除外。,制造业,吉林省
C600111,内蒙古包钢稀土(集团)高科技股份有限公司,"Inner Mongolia Baotou Steel Rare-earth（group） Hi-tech Co., ltd.",包钢稀土,600111,（国家法律、法规规定应经审批未获审批前不得生产经营）稀土精矿、稀土深加工产品、稀土新材料生产与销售、稀土高科技应用产品的开发、生产与销售；铁精粉的生产与销售；铌精矿及其深加工产品的生产与销售；出口本企业生产的稀土产品、充电电池、五金化工产品（国家组织统一联合经营的16种出口商品除外）；进口本企业生产、科研所需的原辅材料、机器设备、仪器仪表及零配件；生产、销售冶金、化工产品（专营除外），技术咨询、信息服务；建筑安装、修理。,制造业,内蒙古
C600112,贵州长征电气股份有限公司,"Guizhou Changzheng Electric Co., Ltd.",长征电气,600112,高、中、低压电器元件及成套设备、风力发电设备的设计、研制、生产、销售及售后服务；电气技术开发、咨询及服务；精密模具；机械加工；矿产品开采；矿产品加工；矿产品经营（具体以公司登记机关核准为准） 。,制造业,贵州
C600114,东睦新材料集团股份有限公司,"Nbtm New Materials Group Co., Ltd.",东睦股份,600114,粉末冶金制品、专用设备、工装模具及原辅材料的生产销售和技术咨询服务；自有房屋出租。,制造业,浙江
C600115,中国东方航空股份有限公司,China Eastern Airlines Corporation Limited,东方航空,600115,国内和经批准的国际、地区航空客、货、邮、行李运输业务及延伸服务；通用航空业务；航空器维修；航空设备制造与维修；国内外航空公司的代理业务；与航空运输有关的其他业务；保险兼代理服务；电子商务；空中超市；商品批发、零售。并且，从事根据公司法组成的股份有限公司都可以从事的其他合法活动。,交通运输、仓储业,上海
C600139,四川西部资源控股股份有限公司,"Sichuan Western Resources Holding Co., Ltd",西部资源,600139,铜矿石、铜、金属材料（不含金银）销售，金属制品、机械、电子产品，矿山采掘机构及配件的制造、销售，资产管理，管理咨询服务，对国家产业政策允许项目的投资。,采掘业,四川
C600141,湖北兴发化工集团股份有限公司,"Hubei Xingfa Chemicals Group Co., ltd.",兴发集团,600141,"磷化工系列产品、化工原料及化工产品生产、销售、进出口；磷矿石的开采、销售；化学肥料（含复混肥料）的生产、销售；承办中外合资经营合作生产及""三来一补""业务；水力发电、供电；汽车货运、汽车配件销售；机电设备安装；房屋租赁；物业管理服务；技术咨询服务；食品添加剂及饲料添加剂生产及销售。（经营范围中有涉及国家专项规定的，未取得许可不得经营）",制造业,湖北
C600143,金发科技股份有限公司,"Kingfa Sci.&tech. Co., ltd.",金发科技,600143,"塑料、化工产品、塑料回收及再生利用、日用机械、金属制品、新材料、新产品的开发、研究、加工、制造、技术服务、技术转让。自有资金投资。房地产开发与经营。物业管理。批发和零售贸易(国家专营专控的商品除外)。
自营进出口业务(按穗外经贸[1999]227 号批复的范围经营)。",制造业,广东
C600146,宁夏大元化工股份有限公司,"Ningxia Dayuan Chemical Co.,Ltd.",大元股份,600146,生产销售工程用塑料板材、管材、异型材、电线、电缆；,制造业,宁夏
C600148,长春一东离合器股份有限公司,Changchun Yidong Clutch Co.ltd.,长春一东,600148,制造汽车离合器、机械配件、汽车零件；经营本企业自产产品及技术的出口业务；经营本企业生产所需的原辅材料、仪器仪表、机械设备、零配件及技术的进口业务；经营进料加工和三来一补业务。,制造业,吉林省
C600149,廊坊发展股份有限公司,"Langfang Development Co., Ltd.",廊坊发展,600149,"电子通讯专业领域的投资咨询、技术开发、技术咨询、技术服务、技术转让；建筑材料、电子产品、电子软件等产品国内贸易；商业不动产经营、租赁；房地产投资咨询；招商引资服务业务；园区投资、建设、运营、项目管理及咨询业务,家用电器、电气设备、计算机及辅助设备、通讯及广播电视设备、机械设备、通用设备、金属制品的销售；家具的销售。",制造业,河北
C600150,中国船舶工业股份有限公司,China CSSC Holdings Limited,中国船舶,600150,船舶行业和柴油机生产行业内的投资，民用船舶销售，船舶专用设备、机电设备的制造、安装、销售，船舶技术领域内的技术开发、技术转让、技术服务、技术咨询，从事货物及技术的进出口业务，自有设备租赁。（以上经营范围涉及行政许可的，凭许可证经营）,制造业,上海
C600151,上海航天汽车机电股份有限公司,"Shanghai Aerospace Automobile Electromechanical Co., ltd",航天机电,600151,卫星及卫星应用、运载火箭应用及其他民用航天相关产品的研制开发，汽车空调器、传感器、电机、自动天线等汽车零部件、机械加工及设备、电子电器、通讯设备、电器等产品，经营本企业自产产品的出口业务和本企业所需的机械设备、零配件、原辅材料的进口业务（但国家限定公司经营或禁止进出口的商品及技术除外），本企业包括本企业控股的成员企业，太阳能电池专用设备，硅材料、太阳能电池，太阳能发电设备、零配件及辅助材料的销售及维护，电力工程的设计、施工（除承装、承修、承试电力设施）、经营管理，电能的生产和销售，合同能源管理，,制造业,上海
C600158,中体产业集团股份有限公司,"China Sports Industry Group Co., ltd.",中体产业,600158,体育用品的生产、加工；体育场馆、设施的投资、开发、经营；承办体育比赛；体育运动产品的生产、加工；体育运动设施的建设、经营；体育主题社区建设；体育健身项目的开发、经营；体育专业人才的培训；体育信息咨询。,社会服务业,天津
C600159,北京市大龙伟业房地产开发股份有限公司,"Beijing Dalong Weiye Real Estate Development Co.,Ltd",大龙地产,600159,房地产开发；商品房销售、租赁；物业管理；房地产信息咨询；建筑材料销售。,房地产业,北京
C600160,浙江巨化股份有限公司,"Zhejiang Juhua Co.,Ltd.",巨化股份,600160,化工原料及化工产品生产与销售（涉及危险化学品生产的范围详见《安全生产许可证》、涉及危险化学品批发的范围详见《中华人民共和国危险化学品经营许可证》），复混肥料的生产（《全国工业产品生产许可证》），食品添加剂的生产（《全国工业产品生产许可证》），气瓶检验（《中华人民共和国特种设备检验检测机构核准证》）。提供有关技术服务、咨询和技术转让，经营进出口业务。(上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目)。,制造业,浙江
C600161,北京天坛生物制品股份有限公司,Beijing Tiantan Biological Products Corporation Limited,天坛生物,600161,制造生物制品、体外诊断试剂。普通货运、货物专用运输（冷藏保鲜）。技术进出口；货物进出口；代理进出口。,制造业,北京
C600162,深圳香江控股股份有限公司,"Shenzhen Heungkong Holding Co.,Ltd",香江控股,600162,投资兴办实业（具体项目另行申报）；在合法取得使用权的土地上从事房地产开发经营；物业管理；从事建筑工程和装饰工程的施工（须取得相应的资质证书后方可经营）；企业形象策划；酒店管理；国内商业、物资供销业（不含专营、专控、专卖商品）；经营进出口业务（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）；经济信息咨询（不含限制项目）。,房地产业,深圳市
C600163,福建省南纸股份有限公司,"Nanzhi Co.,Ltd.,Fujian",福建南纸,600163,"    新闻纸,纸、纸制品,纸浆,林产化工产品(不含危险化学品),电器机械及器材的制造、销售;工业生产资料(不含九座以下乘用车),化工(不含危险化学品)产品,建筑材料的批发、零售、代购、代销;人才培训;技术咨询;轻工技术服务;对外贸易;林木种子种植;树苗种植;林木种植;木材采购、销售;造纸营林技术咨询服务。(以上经营范围涉及许可经营项目的,应在取得有关部门的许可后方可经营)
",制造业,福建
C600165,宁夏新日恒力钢丝绳股份有限公司,Ning Xia Xin Ri Heng Li Steel Wire Rope Co.ltd,新日恒力,600165,    钢丝、钢丝绳、钢绞线及其制品的生产和销售；粮油机械及其他机械制造和销售；针织品、纺织品生产、加工和销售；建筑装潢、建筑材料加工与生产；洗精煤生产与销售；渔业养殖、加工与销售；经营本企业自产产品及技术的出口业务；经营本企业生产所需的原辅材料、机械设备、零配件及技术的进口业务。,制造业,宁夏
C600166,北汽福田汽车股份有限公司,"Beiqi Foton Motor Co.,Ltd.",福田汽车,600166,"制造、销售汽车（不含小轿车）、农用车、农用机械、摩托车、拖拉机及配件、自行车、建筑材料、模具、冲压件、发动机、塑料机械、塑料制品、板材构件、机械电器设备；销售钢材、木材、五金交电、钢结构及网架工程施工；技术开发、技术转让、技术咨询、技术培训、技术服务；室内外装饰装潢；经营本企业和成员企业自产产品及技术出口业务；本企业和成员企业生产所需的原辅材料、仪器仪表、机械设备、零配件及技术的进口业务（国家限定公司经营和国家禁止进出口的商品除外），经营进料加工和""三来一补""业务；营销策划、营销咨询、产品推广服务",制造业,北京
C600167,联美控股股份有限公司,"Luenmei Holding Co.,Ltd",联美控股,600167,在国家法律允许和政策鼓励范围进行投资管理和经营；资源、能源等相关产业、产品的投资、建设和生产经营；国内贸易（国家禁止的项目除外）；自营和代理货物及技术的进出口（国家禁止的项目除外，限制的项目须取得许可后方可经营）；经济信息咨询服务（国家有专项规定的除外）,电力、煤气及水的生产和供应业,辽宁
C600168,武汉三镇实业控股股份有限公司,"Wuhan Sanzhen Industry Holding Co., ltd",武汉控股,600168,"城市给排水、污水综合治理；道路、桥梁、 供气、供电、通讯等基础设施的投资、建设和经营管理。
",电力、煤气及水的生产和供应业,湖北
C600169,太原重工股份有限公司,"Taiyuan Heavy Industry Co.,Ltd.",太原重工,600169,制造销售火车轴、冶金、轧钢、锻压、起重、非标设备、加压气化炉、压力容器、工矿配件、油膜轴承、精密锻件、结构件、齿轮及汽车变速箱。机电技术服务。机械设备安装、调试、修理、改造。经营本企业自产产品的出口业务和本企业所需的机械设备、零配件、原辅材料的进口业务（国家限定公司经营或禁止进出口的商品及技术除外），公路汽车货运、挖掘设备、钢轮产品的销售。国际货物运输代理业务。钢锭、铸件、锻件、热处理件、制模、包装、精铸设备、精铸材料的生产、销售、技术服务。工业炉窑的技术服务。铸、锻件、热处理件和冶炼技术咨询服,制造业,山西
C600170,上海建工集团股份有限公司,"Shanghai Construction Group Co., ltd",上海建工,600170,各类建设工程的承包、设计、施工、咨询及配套设备、材料、构件的生产、经营、销售，建筑技术开发与转让，机械设备租赁，房地产开发经营及咨询，城市基础设施的投资建设，实业投资，国内贸易(除专项规定)。（企业经营涉及行政许可的，凭许可证件经营）,建筑业,上海
C600171,上海贝岭股份有限公司,"Shanghai Belling Co.,Ltd.",上海贝岭,600171,集成电路、分立器件、相关模块和多媒体信息系统配套产品的设计制造，电子专用设备及仪器的设计制造，技术服务及咨询，销售自产产品，从事货物及技术进出口业务，自有房屋租赁及停车场（库）经营管理。(企业经营涉及行政许可的，凭许可证件经营)。,制造业,上海
C600172,河南黄河旋风股份有限公司,"Henan Huanghe Whirlwind Co.,Ltd.",黄河旋风,600172,"人造金刚石，人造金刚石磨料磨具磨削及其它金刚石制品，建筑装修磨削机具；与上述经营范围相关的技术服务，经营本企业自产产品及相关技术的进出口业务；经营本企业生产、科研所需的原辅材料、仪器仪表、机械设备、零配件及相关技术的进出口业务（国家限定公司经营和国家禁止进出口的商品及技术除外）；经营来料加工和""三来一补""业务；塔式起重机生产、安装及销售。",制造业,河南
C600173,卧龙地产集团股份有限公司,"Wolong Real Estate Group Co., ltd.",卧龙地产,600173,房地产开发与经营，技术咨询与服务，建筑工程、装饰装潢工程设计、施工，物业管理（凡涉及许可证制度的项目，待取得资质许可后方可经营）,房地产业,浙江
C600175,美都控股股份有限公司,"Meidu Holding Co., Ltd.",美都控股,600175,旅游业开发；海洋资源开发；现代农业开发；房地产开发经营；仓储业；建材、电子产品、现代办公用品、化工产品（专营外）、农副土特产品、纺织品、百货、五金工具、矿产品、燃料油（不含成品油）的批发、零售、代购代销；实业投资，基础建设投资，投资管理，经营进出口业务；咨询服务业。,综合类,浙江
C600176,中国玻纤股份有限公司,China Fiberglass Company Ltd.,中国玻纤,600176,新材料的技术开发、技术服务；销售玻璃纤维及其制品、建筑材料；企业管理；资产管理。,制造业,北京
C600177,雅戈尔集团股份有限公司,"Youngor Group Co.,Ltd.",Az,600177,服装制造；技术咨询；房地产开发；项目投资；仓储；针纺织品、金属材料、化工产品、建筑材料、机电、家电、电子器材的批发、零售；自营和代理各类商品及技术的进出口业务（国家规定的专营进出口商品和国家禁止进出口等特殊商品除外）。,制造业,浙江
C600178,哈尔滨东安汽车动力股份有限公司,"Harbin Dongan Auto Engine Co., Ltd.",东安动力,600178,汽车发动机、变速器及其零部件的开发、生产、销售；制造锻铸件、液压件；购销汽车（不含小轿车）；货物进出口、技术进出口。,制造业,黑龙江
C600179,黑龙江黑化股份有限公司,"Heilongjiang Heihua Co.,Ltd.",黑化股份,600179,"    许可经营项目：粗苯、焦油、苯酚、萘、蒽、洗油、杂酚、焦油沥青、氨、甲醇、液氧、液氮、硫磺、硝酸、二氧化碳、氨水生产（《安全生产许可证》有效期至2015年9月8日）。 
    一般经营项目：焦炭、化学肥料生产。",制造业,黑龙江
C600180,瑞茂通供应链管理股份有限公司,"CCS Supply Chain Management Co., Ltd.",瑞茂通,600180,前置许可经营项目：煤炭批发经营（有效期至2015年5月31日）；一般经营项目：资产管理；煤炭信息咨询，煤炭供应链管理。,农、林、牧、渔业,山东
C600181,云大科技股份有限公司,"Unida Co.,Ltd.",S*ST云大,600181,植物生长调节剂、农药、肥料的研究、开发、生产、经营；生物制品（不含管理商品）的研究、开发、生产、经营、销售；化工产品及原料（不含管理商品）的生产、经营；农业机械、农业生产资料的生产、经营；新技术在农业上的应用；农业技术培训；农副产品、林产品（不含管理商品）的代购、代销；花卉及种苗培育、种植、加工、经营，农业综合开发；农业、生物、化学、化工、花卉、医药、食品、饮料原料及添加剂等的技术开发、技术咨询、技术转让和项目的投资、管理、服务；酒店经营与管理；旅游资源及产品的投资、开发；信息咨询服务。出口商品,制造业,云南
C600182,佳通轮胎股份有限公司,Giti Tire Corporation,S佳通,600182,"生产销售轮胎、轮胎原辅材料,生产橡胶工业专用设备。经营本企业自产产品及技术的出口业务及其生产、科研所需的原辅材料,仪器仪表、机械设备、零配件及技术的进出口业务及提供相关的咨询、管理服务。",制造业,黑龙江
C600183,广东生益科技股份有限公司,"Shengyi Technology Co., Ltd.",生益科技,600183,"生产和销售覆铜板和粘结片、印制线路板、陶瓷电子元件、
液晶产品、电子级玻璃布、环氧树脂、铜箔、电子用挠性材料、显示材料、封装材料、绝缘材料，自有房屋出
租。从事非配额许可证管理、非专营商品的收购出口业务。提供产品服务、技术服务、咨询服务、加工服务和
佣金代理（拍卖除外）。",制造业,广东
C600184,北方光电股份有限公司,"North Electro-Optic Co.,Ltd.",光电股份,600184,军用光电装备、光电仪器产品、信息技术产品、太阳能电池及太阳能发电系统、光学玻璃、光电材料与元器件、磁盘微晶玻璃基板的开发、设计、加工制造及销售；铂、铑贵金属提纯、加工；陶瓷耐火材料生产、销售；计量理化检测、设备维修；经营本企业自产产品及技术的出口业务；经营本企业生产所需的原辅材料、仪器仪表、机械设备、零配件及技术的进出口业务（国家限定公司经营和国家禁止进出口的商品及技术除外）；与上述业务相关的技术开发、技术转让、技术咨询与服务；其他法律许可的范围。,制造业,湖北
C600185,格力地产股份有限公司,"Gree Real Estate Co.,ltd",格力地产,600185,    实业投资、资产经营、房地产开发经营、物业管理、国内贸易（除专项规定外）、建筑材料的批发零售、代购代销。,房地产业,广东
C600186,河南莲花味精股份有限公司,Henan Lianhua Gourmet Powder Co.Ltd.,莲花味精,600186,"    味精、鸡精、酱油、醋、谷氨酸钠、谷氨酸等氨基酸、葡萄糖、方糖、面粉、谷朊粉、淀粉、素食、其他粮食加工品(谷物粉类制成品)生产、销售;相关副产品的生产销售;饲料、肥料、土壤调理剂的生产、销售(凭证);环保产品的生产、销售及普通货运(限分支机构经营);生物工程的科研(国家专项规定的除外);仓储(除可燃物资);进出口业务(国家限定公司经营或禁止进出的商品及技术除外);调味料(凭食品卫生许可证经营)。
",制造业,河南
C600187,黑龙江国中水务股份有限公司,"Heilongjiang Interchina Watertreatment Co.,Ltd.",国中水务,600187,"投资、建设、经营城市市政供排水项目及工程、生态环境治理工程,相关供排水技术和设备的开发、生产与销售, 并提供相关的供排水技术咨询服务(不含国家禁止和限制类项目)。",电力、煤气及水的生产和供应业,黑龙江
C600188,兖州煤业股份有限公司,Yanzhou Coal Mining Company Limited,兖州煤业,600188,煤炭采选、销售（其中出口应按国家现行规定由拥有煤炭出口权的企业代理出口）；矿区自有铁路货物运输；公路货物运输；港口经营；生产、销售、租赁、维修相关矿用机械；其他矿用材料的生产、销售；销售、租赁电器设备及销售相关配件；金属材料、机电产品、建筑材料、木材、橡胶制品、甲醇的销售；煤矿综合科学技术服务；矿区内的房地产开发，房屋租赁，并提供餐饮、住宿等相关服务；煤矸石系列建材产品的生产、销售；焦炭、铁矿石的销售；货物和技术进出口；仓储；汽车修理。,采掘业,山东
C600189,吉林森林工业股份有限公司,"Jilin Forest Industry Co., ltd.",吉林森工,600189,    经吉林省工商行政管理局核准，公司经营范围是：森林采伐（由分支机构凭许可证经营）、木材（由分支机构凭许可证经营）、木制品、人造板、林化产品加工和销售、道路运输、装卸搬运、食用菌、动植物、林副土特产品、森林旅游、机械、矿产开发、建材、保健食品、信息技术，自营和代理各类商品和技术的进出口，国家限定公司经营或禁止进出口的商品和技术除外；房地产开发﹑销售及咨询；房屋维修；电子商务和网上销售；建筑工程专业承包；商务信息咨询；危险品化学有机类。,农、林、牧、渔业,吉林省
C600190,锦州港股份有限公司,"Jinzhou Port Co., ltd",锦州港,600190,"港务管理，港口装卸，水运辅助业（除客货运输）；公路运输；物资仓储；建筑材料、农副产品、钢材、矿产品销售；煤炭批发经营；经营本企业自产产品及相关技术的出口业务；经营本企业生产科研所需的原辅材料、机械设备、仪器仪表及相关技术进口业务（国家限定公司经营和国家禁止进出口的商品及技术除外）；经营进料加工和""三来一补""业务；物流服务、投资管理咨询；水上移动通信业务；互联网信息服务；经济性信息咨询服务；会议服务；展览展示服务；法律法规禁止的不得经营，应经审批的，未获审批前不得经营。",交通运输、仓储业,辽宁
C600191,包头华资实业股份有限公司,"Baotou Huazi Industry Co., ltd.",华资实业,600191,生产、销售：糖（包括小包装民用糖）、食用酒精、无水酒精、颗粒粕等饲料；电子元器件；经营本企业生产的产品、所需原辅材料、仪器仪表及零配件和相关技术的进出口业务；机械设备制造及安装；批发、零售主要农作物杂交种子及亲本、常规种原种种子；杀虫剂、杀菌剂、除草剂、昆虫、植物生产调节剂；开展本企业对外合作生产和补偿贸易业务。（上述经营范围中涉及专项审批的，凭专项审批证件经营）,制造业,内蒙古
C600192,兰州长城电工股份有限公司,"Lanzhou Greatwall Electrician Co., ltd.",长城电工,600192,发电、配电、用电及控制成套装置系列产品及电器元件的研制、开发、生产和销售。,制造业,甘肃
C600193,上海创兴资源开发股份有限公司,"Shanghai Prosolar Resource Co., ltd",创兴资源,600193,1、产业投资；2、铁矿开采，铁精粉生产销售；3、有色金属、稀贵金属采、选、冶炼；4、非金属矿及相关副产品的冶炼、压延加工与深加工；相关的硫化工及其延伸产品、精细化工产品；5、高新技术产品的开发。,综合类,上海
C600195,中牧实业股份有限公司,"China Animal Husbandry Industry Co.,Ltd.",中牧股份,600195,许可经营项目：饲料原料、饲料、饲料添加剂、动物保健品、畜禽制品及其相关产品的加工、生产；代理中牧实业股份有限公司下属兽用生物制品生产企业的兽用疫苗、兽用诊断制品（经营产品和类别见有效委托代理、销售协议，不含强制免疫兽用生物制品），销售兽用化学药品，抗生素、原料药、中成药、生化药品、外用杀虫剂、消毒剂（兽药经营许可证有效期至2016年12月26日）。一般经营项目：饲料原料、饲料、饲料添加剂、动物保健品、畜禽制品及其相关产品的销售；畜牧业生产资料的销售；研究开发饲料新品种、饲料新技术；与以上项目相关的技术咨,制造业,北京
C600196,上海复星医药(集团)股份有限公司,"Shanghai Fosun Pharmaceutical (Group) Co.,Ltd.",复星医药,600196,生物化学产品，试剂，生物四技服务，生产销售自身开发的产品，仪器仪表，电子产品，计算机，化工原料(除危险品)，咨询服务；经营本企业自产产品及相关技术的出口业务，经营本企业生产、科研所需的原辅材料、机械设备、仪器仪表、零配件及相关技术的进口业务。,制造业,上海
C600197,新疆伊力特实业股份有限公司,"Xinjiang Yilite Industry CO.,LTD",伊力特,600197,白酒生产和销售；农业综合开发；农副产品（粮食收储、批发及棉花除外）加工和销售；纸箱、饮料生产和销售；机电产品、化工产品（汽车及国家有专项审批规定的产品除外）、五金交电产品的销售；火电发电（限所属分支机构经营）；日用百货；针纺织品；职工培训；经营本企业自产产品的出口业务；经营本企业生产所需的机械设备、零配件、原辅材料的进出口业务；经营加工贸易和补偿贸易业务（具体范围以资格证书为准）。,制造业,新疆
C600198,大唐电信科技股份有限公司,"Datang Telecom Technology Co.,Ltd.",大唐电信,600198,许可经营项目：制造电子及通信设备、移动电话机、仪器仪表、文化办公设备；生产、销售安全防范产品及安全防范工程设计施工（仅限成都分公司经营）；第二类增值电信业务中的信息服务业务（不含固定网电话信息服务和互联网信息服务）。一般经营项目： 制造电子计算机软硬件及外部设备；技术开发、技术转让、技术咨询、技术服务；销售电子及通信设备、移动电话机、仪器仪表、文化办公设备、电子计算机软硬件及外部设备、系统集成、光电缆、微电子器件、机械设备、电气设备、空调设备、通信基站机房节能设备、专业作业车辆；安装机械设备、电?,信息技术业,北京
C600199,安徽金种子酒业股份有限公司,"Anhui Golden Seed Winery Co.,Ltd.",金种子酒,600199,白酒的生产与销售；皮革、包装材料的加工、制造与销售；自营和代理各类商品和技术进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。,制造业,安徽
C600200,江苏吴中实业股份有限公司,"Jiangsu Wuzhong Industrial Co., ltd.",江苏吴中,600200,服装，工艺美术品［金银制品除外］、不锈钢制品、照相器材、皮革及制品、箱包的制造、销售，国内贸易（国家有专项规定的办理许可证后经营），房地产开发、经营，原料药、输液剂、注射剂、冻干针剂、片剂、硬胶囊剂、栓剂制造、销售（限指定的分支机构领取许可证后经营）。本企业自产的服装、绣什品、床上用品、工艺美术品、箱包、皮革及制品、不锈钢制品、药品、原料药出口业务，本企业生产、科研所需的原辅材料、机械设备、仪器仪表、零配件进出口业务。,制造业,江苏
C600201,内蒙古金宇集团股份有限公司,Inner Mongolia Jinyu Group Co. Ltd,金宇集团,600201,（国家法律、法规规定应经审批的，未获审批前不准生产经营）生物药品投资管理，毛纱加工，精纺毛织品制造，高新技术开发应用；经销金属材料、化工原料、木材、水泥；房地产开发；自有房屋租赁、房屋中介。,制造业,内蒙古
C600202,哈尔滨空调股份有限公司,"Harbin Air Conditioning Co.,Ltd.",哈空调,600202,"空气冷却冷凝设备、高、中、低压换热器、制冷空调设备、环保除尘设备、散热器制造及技术服务、技术咨询；仓储、货物运输（分支机构）；经销有色金属、黑色金属、机械设备、五金交电、建筑材料、化工原料（国家限定的除外）；按外经贸部批准的范围经营进出口业务，承包与其实力、规模、业绩相适应的国外工程项目，对外派遣实施上述境外工程所需的劳务人员；开展本企业的""三来一补""业务。",制造业,黑龙江
C600203,福建福日电子股份有限公司,"Fujian Furi Electronics Co.,Ltd.",福日电子,600203,计算机硬件及外围设备、软件及系统集成、微电子、电子产品及通讯设备、家用电器、电子元器件的制造、销售；照明灯具，光电材料、器件及其应用（配套）产品，移动通信终端（含手提电话等），电力设备及其自动化系统研发、制造和销售；光电照明工程设计、施工和服务；光电照明工程技术咨询服务；电子信息技术服务；对外贸易；光学玻璃及玻璃纤维、工程塑料、轻工产品、纺织品、服装的加工、销售；电力设备及器材、电工设备及器材、机械设备、五金、仪器仪表、建材、化工产品（不含危险化学品）、金属材料、矿产品（不含煤炭）、百货、饲料（,制造业,福建
C600205,山东铝业股份有限公司,"Shandong Aluminium Industry Co.,Ltd",S山东铝,600205,氧化铝、氢氧化铝、化学品氧化铝；金属镓及其化合物；电解铝、铝合金、铝加工产品、建筑幕墙设计、施工；建筑门窗的制作、安装、销售；碳素制品；热力、电力产品以及与上述产品相关的业务。铝矿石（铝矾土）收购与发运。,制造业,山东
C600206,有研半导体材料股份有限公司,"GRINM Semiconductor Materials Co.,Ltd.",有研硅股,600206,    研究、开发、生产和销售单晶硅、锗、化合物半导体高新材料及其制品。半导体行业的技术开发、技术转让和技术咨询服务。经营本企业和成员企业自产产品及技术出口业务；本企业和成员企业生产所需的原辅材料、仪器仪表、机械设备、零配件及技术的进出口业务（国家限定公司经营和国家禁止进出口的商品除外） ；经营进口加工和“三来一补”业务。,制造业,北京
C600207,河南安彩高科股份有限公司,"Henan Ancai Hi-tech Co., ltd.",安彩高科,600207,彩色显像管玻壳、彩色显示器玻壳、节能灯、电子特种玻璃新产品、新型显示技术产品、光伏玻璃（太阳能玻璃、精细玻璃、工程玻璃、平板玻璃)的研发、制造、销售，本企业自产的机电产品、成套设备及相关技术的出口业务；本企业生产、科研所需的原辅材料、机械设备、仪器仪表及零部件的进口业务；天然气输送管网建设的管理，天然气相关产品开发及综合利用，车用燃气加气站，天然气加气母站储运,制造业,河南
C600208,新湖中宝股份有限公司,"Xinhu Zhongbao Co., ltd",新湖中宝,600208,实业投资。批发、零售：百货、针纺织品、五金交电、石化、化工产品（不含化学危险品）、建筑材料、金属材料、木竹材、家俱、黄金饰品、珠宝玉器、电子计算机及配件、电子产品、通讯设备（不含无线）、机电设备、煤炭。进出口业务（详见外经贸部批文）。投资管理与信息咨询、服务。国内广告及设计制作发布。电子计算机网络系统及软件研究开发和技术服务。房地产中介服务。,房地产业,浙江
C600209,罗顿发展股份有限公司,"Lawton Development Co.,Ltd.",罗顿发展,600209,宾馆酒店投资；酒店管理与咨询；企业管理与咨询；装饰工程设计、咨询及施工；电子产品；生产销售网卡、调制解调器、铜轴调制解调器、数字用户环路设备、以太网交换机、路由器、交换路由器、基站、基站控制器、移动通讯终端、接入网及相关设备。,综合类,海南
C600210,上海紫江企业集团股份有限公司,"Shanghai Zijiang Enterprise Group Co., ltd",紫江企业,600210,生产销售PET瓶及瓶坯等容器包装、各种瓶盖、标签、涂装材料和其他新型包装材料；销售自产产品；从事货物及技术的进出口业务、包装印刷。（涉及许可经营的凭许可证经营）。,制造业,上海
C600211,西藏诺迪康药业股份有限公司,Tibet Rhodiola Pharmaceutical Holding Co.,西藏药业,600211,生产销售诺迪康胶囊、诺迪康颗粒、诺迪康口服液、小儿双清颗粒，藏药产品、卫生保健品的经营。自营进出口经营权：进口医疗器械、保健用品、化妆品。出口（本公司生产的系列产品）中成药、藏药、原料药、药材、保健食品。（以上项目涉及行政许可的，凭行政许可证或审批文件经营。,制造业,西藏
C600212,山东江泉实业股份有限公司,"Shan Dong Jiang Quan Industry Co.,Ltd.",江泉实业,600212,"    前置许可经营项目：电力生产业务许可证范围内发电（有效期至2028年8月24日）。
    一般经营项目：塑料产品、搪瓷制品、陶瓷制品、金属制品、铸件、建筑材料的生产、销售；胶合板、木业制品、木材、化肥的销售；技术开发、转让；批准范围内的进出口业务，经营进料加工和""三来一补""业务；协议范围内铁路专用线运输业务。（以工商部门核准的内容为准）。",电力、煤气及水的生产和供应业,山东
C600213,扬州亚星客车股份有限公司,"Yangzhou Yaxing Motor Coach Co.,Ltd.",亚星客车,600213,客车、特种车、农用车和汽车零部件的开发、制造、销售、进出口及维修服务；机动车辆安全技术检验。,制造业,江苏
C600215,长春经开(集团)股份有限公司,"Changchun jingkai (Group) Co., Ltd.",长春经开,600215,房地产开发、公用设施投资、开发、建设、租赁、经营、管理；实业与科技投资。,房地产业,吉林省
