上市公司代码()_ComCd,最新公司全称_LComNm,最新公司英文名称_LComNm_eng,A股股票简称_A_LStkNm,A股股票代码_A_StkCd,主营业务_MainBusiness,证监会行业门类名称_CsrcIcNm1,省份与直辖市名称_Prov
C600387,浙江海越股份有限公司,"Zhejiang Haiyue Co.,Ltd",海越股份,600387,交通、水利、电力及其他基础设施的投资开发与经营；石油、成品油及其制品、液化气的仓储与销售；煤炭及其他能源的开发与经营；进出口贸易(详见外经贸部批文)；燃料油批发；成品油仓储与批发。,交通运输、仓储业,浙江
C600388,福建龙净环保股份有限公司,"Fujin Longking Co., ltd",龙净环保,600388,"    环境污染防治设备、输送设备（不含特种设备）的设计、制造、销售、安装、调试，法律法规未规定许可的,均可自主选择经营项目开展经营。",制造业,福建
C600389,南通江山农药化工股份有限公司,Nantong Jiangshan Agrochemical  Chemicals Co.ltd,江山股份,600389,"化学农药、有机化学品、无机化学品、高分子聚合物制造、加工、销售（国家有专项规定的办理审批手续后经营）。工业盐的零售；经营本企业自产产品及相关技术的出口业务；经营本企业生产、科研所需的原辅材料、机械设备、仪器仪表、零配件及相关技术的进口业务；经营本企业的进料加工和""三来一补""业务；化学技术咨询服务；在港区内从事货物装卸、仓储经营。",制造业,江苏
C600390,金瑞新材料科技股份有限公司,"Kingray New Materials Science & Technology Co.,Ltd.",金瑞科技,600390,金属材料及制品、超硬材料及制品、电子材料及制品、机电产品及设备、政策允许的化工原料、化工产品(危险品仅限硫酸并由分支机构凭证经营，不含监控化学品)的生产、销售；矿产品的开采(凭本企业许可证)、生产、加工、销售；新材料、新技术、新工艺的技术开发、成果转让、咨询服务(不含中介)；经营本企业《中华人民共和国进出口企业资格证书》核定范围内的进出口业务。,制造业,湖南
C600391,四川成发航空科技股份有限公司,"Sichuan Chengfa Aero Science&technology Co., ltd.",成发科技,600391,研究、制造、加工、维修、销售航空发动机及零部件（不含法律、法规和国务院决定需要前置审批或许可的项目或许可的项目）、燃气轮机及零部件、轴承、机械设备、非标准设备、环保设备、金属锻铸件、金属制品（不含稀贵金属）、燃烧器、燃油燃气器具、纺织机械、医药及化工机械（不含医疗机械）；金属及非金属表面处理；工艺设备及非标准设备的设计、制造及技术咨询服务；项目投资，企业管理服务，架线和管道工程施工、建筑安装工程施工（凭相关资质许可证从事经营）；货物进出口，技术进出口（国家法律、行政法规禁止的除外，法律、法规限制,制造业,四川
C600392,盛和资源控股股份有限公司,Shenghe Resources Holding Co. Ltd,盛和资源,600392,"    许可经营项目：无。
    一般经营项目：各类实业投资；稀有稀土金属销售、综合应用及深加工、技术咨询；稀土新材料加工与销售；化工材料（不含化学危险品）销售；自营和代理各类商品和技术的进出口业务（国家限定公司经营和国家禁止进出口的商品及技术除外）",制造业,山西
C600393,广州东华实业股份有限公司,Guangzhou Donghua Enterprise Co.ltd.,东华实业,600393,房地产开发及房屋出租或出售，土建工程、电气配套承装；住宅小区的配套商业、饮食、服务、旅游、房屋拆迁。国内外贸易（专项审批项目待领取许可证后方可经营）；投资兴办实业。矿产资源的投资及矿产品的销售等业务。提供咨询、服务及管理等业务。（具体内容以工商部门核准的内容为准）。,房地产业,广东
C600395,贵州盘江精煤股份有限公司,"Guizhou Panjiang Refined Coal Co.,Ltd.",盘江股份,600395,(一)原煤开采、煤炭洗选加工、煤的特殊加工、煤炭及伴生资源综合开发利用，煤炭产品及焦炭的销售。(二)出口：本企业自产的煤炭产品、焦炭、煤的特殊加工产品等商品及其相关技术。(三)进口：煤炭产品，本企业生产、科研所需的原辅材料、机械设备、仪器仪表、零配件及其相关技术。(四)电力的生产与销售。(五)矿山机电设备制造、修理、租赁及生产服务；矿山机电设备及配件、材料销售。(六) 化工产品销售。(七) 铁合金冶炼.（八）汽车运输（普通货物）及汽车零配件销售。（九）物业管理；单位后勤管理服务。,采掘业,贵州
C600396,沈阳金山能源股份有限公司,"Shenyang Jinshan Energy Co., Ltd",金山股份,600396,火力发电；供暖、供热；粉煤灰、金属材料销售；小型电厂机、炉、电检修；循环水综合利用；技术服务；水力发电；风力发电；风力发电设备安装及技术服务；煤炭生产、洗选加工及销售。,电力、煤气及水的生产和供应业,辽宁
C600397,安源煤业集团股份有限公司,Anyuan Coal Industry Group Co.，Ltd.,安源煤业,600397,煤炭开采、煤炭精选加工、煤炭经营（上述三项限分支机构经营），煤层气开发利用，对外贸易经营，矿产品销售，对各类行业的投资，国内贸易及生产、加工，仓储服务，货运代理，设备维修及租赁，房屋租赁，科学研究、信息和技术咨询服务。（以上项目国家有专项许可的凭证经营）。,采掘业,江西
C600398,凯诺科技股份有限公司,"Canal Scientific And Technological Co., Ltd",凯诺科技,600398,毛纺新技术、新产品、新材料、通讯产品的研发、销售，环保高新技术产品的开发及投资，精纺呢绒、毛纱、服装、针织品、衬衫、领带、袜子、纺织原料、劳动保护用品的制造，自营和代理各类商品及技术的进出口业务；自有房屋的租赁及物业管理。凯诺科技股份有限公司内部供电、供汽。码头和其他港口设施经营，在港区内从事货物装卸、驳运、仓储经营业务。,制造业,江苏
C600399,抚顺特殊钢股份有限公司,"Fushun Special Steel Co.,Ltd",抚顺特钢,600399,钢冶炼，压延钢加工，冶金技术服务，工业气体(含液体)制造和销售，进出口业务。,制造业,辽宁
C600400,江苏红豆实业股份有限公司,"Jiangsu Hongdou Industry Co.,ltd.",红豆股份,600400,许可经营项目：无。一般经营项目：服装、饰物装饰设计服务；服装、针纺品、纺织品、机械、化学纤维、一般劳动防护用品、特种劳动防护用品的制造加工、销售，污水处理，工业用水经营；经营本企业自产产品的出口业务和本企业所需的机械设备、零配件、原辅材料的进口业务（国家限定公司经营或禁止进出口的商品及技术除外）。（具体以公司登记机关核准为准）。,制造业,江苏
C600401,海润光伏科技股份有限公司,"Hareon Solar Technology Co., Ltd.",海润光伏,600401,    研究、开发、生产、加工单晶硅片、单晶硅棒；多晶硅锭、多晶硅片；销售自产产品；从事单、多晶硅太阳能电池片、组件的批发及进出口业务（不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按国家有关规定办理申请，具体经营范围以工商登记机关核准为准）,制造业,江苏
C600403,河南大有能源股份有限公司,"Henan Dayou Energy Co., ltd",大有能源,600403,原煤开采（限分支机构凭有效许可证经营）；煤炭批发经营；对煤炭行业的投资；煤炭洗选加工（限分支机构经营）；自有铁路专用线煤炭运输；国内贸易；对外贸易（国家限定公司经营或禁止进出口的商品及技术除外）；技术服务、咨询服务（以上范围凡需审批的，未获批准前不得经营）。,采掘业,河南
C600405,北京动力源科技股份有限公司,"Beijing Dynamic Power Co.,Ltd",动力源,600405,电力电子产品、计算机软件及辅助设备的生产；电力电子产品、计算机软件及辅助设备的技术开发；电力电子产品及其相关产品、计算机软件及辅助设备、仪器仪表、环保设备的销售；节能技术咨询、技术服务；技术开发；推广服务；工程设计；专业承包；货物进出口；技术进出口；代理进出口。（以工商局最终核定为准）,制造业,北京
C600406,国电南瑞科技股份有限公司,Nari Technology Development Limited Company,国电南瑞,600406,发电、输电、变电、配电、供电控制系统和设备；计算机及外部设备；通信交换、通信终端及通信设备（不含卫星地面接受设备）；工业自动化仪表、电工仪器、电子测量仪器，工业过程控制系统和装置设计、制造、销售、服务；电子计算机软件的研制、开发、服务。经营本企业自产产品及技术的出口业务；经营本企业生产、科研所需的原辅材料、仪器仪表、机械设备、零配件及技术的进口业务（国家限定公司经营和国家禁止进出口的商品及技术除外）；轨道交通技术开发、转让和服务，轨道交通控制系统、信号系统及控制设备和软件，轨道交通通信交换、通信,信息技术业,江苏
C600408,山西安泰集团股份有限公司,"Shanxi Antai Group Co., ltd.",安泰集团,600408,生产、销售焦炭及其副产品、生铁、电力、矿渣细粉、碳素制品、化工产品（国家限制品除外）；煤炭洗选；石灰石开采，加工石料、石粉及白云石轻烧加工经营；货物运输；新产品开发；批发零售矿产品（除国家专控品）、化工原料（除易燃易爆易腐蚀危险品）、普通机械、汽车（除小轿车）、日杂百货、农副产品（除国家专控品）。自营和代理各类商品和技术的进出口业务，但国家限定经营或禁止经营的商品及技术除外。实业投资。,制造业,山西
C600409,唐山三友化工股份有限公司,"Tangshan Sanyou Chemical Industries Co., ltd..",三友化工,600409,"    纯碱、食品添加剂碳酸钠、轻质碳酸钙生产、销售;经营本企业自产产品和技术的出口业务和本企业所需的原辅材料、机械设备、零配件及技术的进口业务,但国家限定公司经营和禁止进出口的商品及技术除外;化工机械设备制造、维修、销售及相关技术服务;普通货运;货物装卸;两碱工业盐的销售;房屋租赁。
",制造业,河北
C600410,北京华胜天成科技股份有限公司,"Beijing Teamsun Technology Co.,Ltd",华胜天成,600410,技术开发、技术咨询、技术服务、技术培训；承接计算机信息系统集成；销售计算机软、硬件及外围设备、通信设备；计算机软、硬件及外围设备、通信设备的售后服务；电子商务服务；货物进出口；技术进出口；代理进出口；仪器仪表销售；接受委托从事软件外包服务。,信息技术业,北京
C600415,浙江中国小商品城集团股份有限公司,"Zhejiang China Commodities City Group Co.,Ltd.",小商品城,600415,"    实业投资开发、投资管理、市场开发经营、市场配套服务、金属材料、建筑装饰材料、百货、针纺织品、五金交电化工、办公设备、通讯设备（不含无线）、机电设备的销售，信息咨询服务，提供网上交易平台和服务，网上交易市场开发经营。自营和代理内销商品范围内商品的进出口业务。经营进料加工和""三来一补""业务，经营对销贸易和转口贸易。以及下属分支机构的经营范围。",综合类,浙江
C600416,湘潭电机股份有限公司,"Xiangtan Electric Manufacturing Co., Ltd.",湘电股份,600416,发电机、交直流电动机、特种电机；轨道交通车辆牵引控制系统、电气成套设备；变压器、互感器、混合动力汽车、风力和太阳能发电设备。,制造业,湖南
C600418,安徽江淮汽车股份有限公司,"Anhui Jianghuai Automobile Co.,Ltd.",江淮汽车,600418,汽车底盘、齿轮箱、汽车零部件开发、制造、销售；汽车开发、制造、销售；汽车修理；新技术开发、新产品研制；本企业自产产品和技术进出口及本企业生产所需的原辅材料、仪器仪表、机械设备、零配件及技术的进出口业务（国家限定公司经营和国家禁止进出口的商品及技术除外）；技术服务、技术转让。土地租赁、房屋租赁、设备租赁、汽车租赁，工装、模具、夹具开发、制造、销售。,制造业,安徽
C600419,新疆天宏纸业股份有限公司,"Xinjiang Tianhong Papermaking Co., Ltd.",新疆天宏,600419,乳和乳制品的生产加工销售；初乳素系列生物保健品、食品、饮料的生产与销售；预包装食品、乳制品、乳饮料的生产和销售；开发、生产、销售儿童食品、营养食品。经销食品、饮料加工设备、生产销售包装材料及包装用品、本企业产的乳制品、食品，畜禽产品，饮料，饲料；乳制品及乳品原料；经营本企业自产产品及相关技术的出口业务；机器设备修理劳务（除专营）和设备备件销售（除专营）业务；农畜产品及饲料加工、销售，牲畜，家禽饲养及销售，农作物种植、加工及销售，普通货物运输；房屋租赁。自营和代理各类商品和技术的进出口和本企业所需,制造业,新疆
C600420,上海现代制药股份有限公司,"Shanghai Shyndec Pharmaceutical  Co., Ltd.",现代制药,600420,药品，保健品制造，药用原辅料，制药机械批售，药品，保健品等产品的研究开发、技术转让、技术咨询、技术服务、技术培训，中药材饮片，中成药，来料加工及医院协定处方，消毒剂生产及销售，货物进出口业务及技术进出口业务、生产：大蒜油软胶囊、卵磷脂软胶囊、深海鱼油软胶囊。(上述经营范围涉及许可经营的凭许可证经营)。,制造业,上海
C600421,武汉国药科技股份有限公司,"Wuhan National Pharmaceuticals Co.,ltd",*ST国药,600421,企业投资开发,制造业,湖北
